Delivery_person_Age,Delivery_person_Ratings,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,delivery_time_mins,weather_clean,distance_km,order_hour,pickup_hour,pickup_delay_minutes
21,4.7,Low,0,Drinks,motorcycle,1,No,Metropolitian,18,Sunny,4.66,23,23,10
29,4.7,Low,0,Drinks,motorcycle,1,No,Metropolitian,19,Fog,1.55,8,8,15
21,4.9,Low,1,Drinks,scooter,0,No,Metropolitian,17,Windy,4.66,22,22,5
24,4.6,Low,1,Buffet,scooter,1,No,Metropolitian,19,Fog,3.11,10,10,5
20,4.8,Medium,0,Snack,motorcycle,1,No,Metropolitian,22,Sunny,20.18,18,18,10
35,3.9,Jam,1,Drinks,scooter,1,No,Metropolitian,35,Stormy,20.18,19,19,5
21,4.7,Medium,1,Meal,motorcycle,0,No,Metropolitian,25,Stormy,13.97,18,18,5
37,5.0,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,30,Cloudy,9.31,20,20,10
28,4.6,Low,0,Buffet,motorcycle,0,No,Metropolitian,22,Sunny,10.87,23,23,10
37,4.9,Jam,1,Drinks,motorcycle,0,No,Metropolitian,26,Windy,17.08,19,20,15
36,4.7,Low,2,Meal,scooter,0,No,Urban,19,Sandstorms,12.42,23,23,5
38,4.8,Medium,1,Drinks,motorcycle,1,No,Metropolitian,19,Sunny,20.18,18,18,5
22,4.4,Jam,2,Snack,motorcycle,1,No,Metropolitian,40,Fog,17.08,20,20,10
22,4.5,Low,0,Snack,motorcycle,1,No,Metropolitian,15,Sunny,9.32,22,22,10
20,4.9,Low,1,Drinks,motorcycle,0,No,Metropolitian,10,Stormy,3.11,9,9,5
38,4.6,Low,2,Snack,scooter,1,No,Urban,25,Sunny,12.42,22,23,15
31,4.6,Low,1,Buffet,motorcycle,1,No,Metropolitian,18,Fog,1.55,10,11,15
39,4.8,Low,2,Snack,motorcycle,1,No,Urban,18,Cloudy,9.31,22,22,5
25,5.0,Low,0,Meal,motorcycle,0,No,Metropolitian,23,Fog,12.42,23,23,15
24,4.5,High,0,Buffet,motorcycle,2,Yes,Metropolitian,52,Sunny,3.11,11,11,5
20,4.5,Medium,0,Drinks,motorcycle,2,No,Metropolitian,42,Cloudy,17.08,17,17,5
30,4.2,Jam,0,Meal,motorcycle,1,No,Metropolitian,43,Stormy,7.76,20,20,15
36,4.7,Jam,0,Drinks,motorcycle,2,No,Metropolitian,48,Cloudy,10.87,19,20,15
39,4.6,Low,0,Drinks,motorcycle,1,No,Urban,26,Cloudy,4.66,22,22,10
29,4.7,Medium,2,Meal,motorcycle,1,No,Metropolitian,36,Cloudy,12.42,17,17,5
29,4.3,Low,0,Drinks,motorcycle,1,No,Metropolitian,22,Stormy,3.11,10,10,15
22,4.5,Low,0,Buffet,motorcycle,1,No,Metropolitian,22,Fog,17.08,22,22,10
39,4.8,Low,1,Drinks,scooter,0,No,Metropolitian,30,Cloudy,10.87,23,23,15
36,4.1,Jam,1,Drinks,scooter,0,No,Metropolitian,33,Windy,4.66,21,21,5
34,4.5,Low,2,Snack,scooter,1,No,Urban,31,Fog,10.87,22,23,5
24,4.7,Jam,1,Meal,motorcycle,0,No,Metropolitian,18,Sunny,4.66,20,20,5
24,4.6,Low,1,Snack,motorcycle,1,No,Urban,15,Windy,10.87,23,0,-1425
26,5.0,Medium,2,Drinks,scooter,1,No,Metropolitian,18,Sunny,13.97,18,18,15
29,4.7,Jam,1,Buffet,motorcycle,1,No,Metropolitian,38,Fog,17.08,21,21,5
27,4.9,Medium,2,Buffet,motorcycle,1,No,Metropolitian,30,Cloudy,13.97,17,17,10
38,4.1,Medium,1,Meal,scooter,1,No,Metropolitian,41,Fog,10.87,18,18,15
34,4.8,Low,0,Drinks,motorcycle,1,No,Urban,20,Windy,13.97,23,23,10
29,4.8,Medium,0,Drinks,motorcycle,1,No,Metropolitian,24,Sunny,4.66,18,18,5
29,4.9,Jam,2,Snack,scooter,0,No,Metropolitian,29,Fog,4.66,21,21,10
35,4.7,Low,0,Meal,motorcycle,0,No,Metropolitian,23,Stormy,13.97,22,22,15
24,5.0,Jam,0,Meal,motorcycle,1,No,Metropolitian,41,Fog,12.42,19,20,15
32,4.7,Jam,0,Snack,motorcycle,1,No,Metropolitian,28,Cloudy,4.66,21,22,15
37,4.5,Low,0,Snack,motorcycle,0,No,Metropolitian,28,Sandstorms,3.11,10,10,10
25,4.5,High,2,Drinks,scooter,0,No,Urban,12,Stormy,6.21,13,13,10
35,4.5,Low,0,Meal,motorcycle,1,No,Metropolitian,26,Windy,12.42,22,23,15
21,5.0,High,2,Drinks,motorcycle,1,No,Metropolitian,21,Cloudy,6.21,12,13,15
37,4.7,Low,0,Buffet,motorcycle,1,No,Urban,23,Sunny,3.11,9,10,15
21,4.7,Low,0,Snack,motorcycle,1,No,Metropolitian,20,Cloudy,13.97,22,22,15
30,4.7,Jam,0,Buffet,motorcycle,1,No,Metropolitian,33,Cloudy,4.66,21,21,5
37,4.8,Low,2,Buffet,electric_scooter,0,No,Metropolitian,26,Sandstorms,3.11,8,9,10
23,4.8,Jam,2,Meal,motorcycle,1,No,Metropolitian,23,Sunny,13.97,19,19,10
22,4.5,Jam,0,Meal,motorcycle,1,No,Metropolitian,26,Fog,4.66,21,21,10
21,4.8,Jam,2,Buffet,scooter,1,No,Metropolitian,23,Sandstorms,10.87,21,22,10
35,4.5,Medium,0,Meal,motorcycle,1,No,Urban,28,Stormy,6.21,15,15,10
20,4.8,Medium,1,Snack,motorcycle,0,No,Metropolitian,17,Fog,6.21,15,15,10
24,4.9,Medium,0,Drinks,motorcycle,1,No,Metropolitian,26,Windy,4.66,17,17,5
22,4.7,Jam,0,Drinks,motorcycle,1,No,Urban,36,Windy,10.87,21,22,10
31,4.6,Low,1,Snack,motorcycle,1,No,Metropolitian,25,Windy,10.87,23,0,-1430
37,4.7,Medium,1,Buffet,motorcycle,0,No,Metropolitian,16,Sunny,7.76,17,17,15
34,4.7,Medium,1,Meal,motorcycle,1,No,Metropolitian,34,Fog,17.08,19,19,15
38,4.6,Low,0,Drinks,motorcycle,1,No,Urban,24,Stormy,13.97,22,22,5
37,4.0,Low,0,Snack,motorcycle,2,Yes,Metropolitian,43,Fog,10.87,22,23,15
22,4.7,Medium,2,Snack,scooter,1,No,Urban,22,Stormy,6.21,15,15,10
25,4.9,Medium,0,Snack,motorcycle,1,No,Metropolitian,16,Stormy,6.21,15,15,15
35,4.8,Low,2,Snack,scooter,1,No,Metropolitian,12,Sunny,1.55,10,10,15
24,5.0,Low,1,Drinks,motorcycle,0,No,Metropolitian,11,Fog,1.55,10,10,5
32,4.9,Low,0,Snack,motorcycle,1,No,Metropolitian,38,Cloudy,12.42,22,22,15
27,5.0,Low,0,Buffet,motorcycle,0,No,Urban,17,Sandstorms,17.08,22,22,15
27,4.6,Jam,0,Snack,motorcycle,1,No,Metropolitian,22,Sunny,13.97,22,22,10
34,4.6,Jam,0,Snack,motorcycle,0,No,Metropolitian,36,Sunny,13.97,19,19,10
38,4.6,High,1,Meal,scooter,0,No,Metropolitian,32,Fog,6.21,12,13,10
36,4.9,Low,0,Drinks,motorcycle,1,No,Metropolitian,21,Windy,10.87,23,23,10
32,5.0,Jam,2,Meal,motorcycle,1,No,Metropolitian,37,Cloudy,7.76,21,21,15
28,4.2,Jam,0,Drinks,motorcycle,1,No,Urban,35,Windy,9.32,21,22,15
27,4.8,Low,2,Drinks,motorcycle,0,No,Urban,12,Sandstorms,7.76,22,23,5
32,4.7,Medium,2,Snack,scooter,1,No,Metropolitian,22,Stormy,12.42,17,17,15
34,4.6,Low,1,Buffet,motorcycle,1,No,Metropolitian,17,Fog,3.11,9,9,5
29,5.0,Jam,2,Snack,motorcycle,0,No,Metropolitian,27,Windy,9.32,21,22,15
26,4.8,Low,0,Drinks,motorcycle,0,No,Metropolitian,18,Stormy,13.97,22,22,10
32,4.7,Low,1,Drinks,scooter,0,No,Metropolitian,16,Cloudy,1.55,8,8,10
26,4.8,Medium,0,Buffet,motorcycle,0,No,Urban,20,Cloudy,6.21,15,16,15
26,4.8,Jam,0,Meal,motorcycle,1,No,Metropolitian,28,Fog,9.31,20,20,15
36,3.8,Low,2,Buffet,scooter,1,No,Metropolitian,32,Cloudy,20.18,23,23,10
34,4.1,Jam,0,Buffet,motorcycle,3,No,Metropolitian,45,Windy,7.76,19,19,10
38,4.7,Jam,0,Buffet,motorcycle,2,No,Metropolitian,43,Fog,10.87,20,21,5
20,4.3,Low,0,Meal,motorcycle,1,No,Metropolitian,27,Sandstorms,1.55,9,10,15
29,4.6,Medium,1,Meal,scooter,1,No,Metropolitian,26,Stormy,12.42,17,17,5
39,4.7,Low,0,Buffet,motorcycle,0,No,Metropolitian,20,Stormy,10.87,22,22,15
26,4.6,Jam,1,Drinks,scooter,0,No,Urban,20,Stormy,13.97,21,21,5
25,3.9,Jam,0,Drinks,motorcycle,3,Yes,Metropolitian,53,Sunny,9.32,20,20,15
23,4.9,Jam,1,Drinks,scooter,1,No,Metropolitian,18,Windy,17.08,20,20,10
37,4.2,Jam,0,Meal,motorcycle,2,No,Semi-Urban,52,Windy,12.42,20,20,15
29,4.6,Jam,0,Meal,motorcycle,0,No,Metropolitian,39,Cloudy,12.42,21,21,15
27,4.9,Low,2,Buffet,electric_scooter,1,No,Metropolitian,18,Fog,3.11,8,8,15
25,4.8,Jam,1,Snack,motorcycle,0,No,Metropolitian,22,Windy,13.97,19,19,10
21,2.5,Low,2,Meal,motorcycle,1,No,Metropolitian,42,Sunny,10.87,22,22,10
24,4.7,Jam,1,Drinks,scooter,0,No,Metropolitian,13,Stormy,9.31,21,21,15
34,4.9,Medium,0,Meal,motorcycle,0,No,Metropolitian,29,Sunny,4.66,18,19,10
21,4.8,Medium,2,Meal,electric_scooter,1,No,Metropolitian,39,Fog,12.42,18,18,5
23,4.6,High,0,Drinks,motorcycle,0,No,Metropolitian,21,Fog,6.21,14,14,10
34,4.5,Jam,1,Buffet,scooter,0,No,Urban,30,Stormy,9.32,19,19,5
25,5.0,Jam,0,Meal,motorcycle,1,No,Metropolitian,27,Stormy,9.32,19,19,5
36,4.3,Low,0,Snack,motorcycle,1,No,Metropolitian,21,Windy,1.55,10,10,10
28,4.9,Medium,1,Buffet,scooter,0,No,Metropolitian,15,Sunny,12.42,18,18,5
35,4.9,Low,1,Buffet,motorcycle,1,No,Metropolitian,29,Sandstorms,7.76,23,23,5
30,4.6,Jam,2,Snack,motorcycle,0,No,Metropolitian,26,Stormy,20.18,21,21,5
38,4.9,Low,1,Meal,motorcycle,0,No,Urban,18,Cloudy,9.32,22,23,15
27,4.1,Low,0,Buffet,motorcycle,1,No,Urban,22,Windy,4.66,22,22,10
21,4.8,Jam,1,Meal,scooter,0,No,Metropolitian,17,Windy,13.97,20,20,15
20,4.8,Low,1,Meal,motorcycle,1,No,Metropolitian,19,Windy,3.1,9,9,15
32,5.0,Medium,1,Drinks,motorcycle,1,No,Urban,20,Windy,12.42,17,17,15
27,4.6,Jam,0,Drinks,motorcycle,1,No,Metropolitian,41,Fog,17.08,20,20,10
39,4.0,Jam,2,Drinks,electric_scooter,0,No,Metropolitian,41,Fog,12.42,20,20,15
37,4.8,Low,1,Drinks,scooter,1,No,Metropolitian,16,Sunny,13.97,23,23,10
32,4.6,Jam,0,Snack,motorcycle,2,No,Metropolitian,32,Windy,7.76,22,22,5
22,4.9,Jam,2,Drinks,motorcycle,1,No,Metropolitian,27,Stormy,13.97,19,19,15
37,4.6,Medium,1,Buffet,motorcycle,1,No,Metropolitian,27,Windy,13.97,18,18,15
30,4.6,Medium,2,Buffet,motorcycle,1,No,Metropolitian,29,Windy,10.87,18,19,15
23,4.6,Low,2,Meal,scooter,1,No,Metropolitian,17,Sandstorms,1.55,11,11,5
20,4.8,High,1,Drinks,scooter,1,No,Metropolitian,15,Sunny,6.21,13,13,15
31,5.0,Low,0,Buffet,motorcycle,1,No,Metropolitian,29,Windy,12.42,23,23,15
36,4.6,High,2,Snack,motorcycle,1,No,Metropolitian,34,Stormy,6.21,13,13,15
29,4.7,Low,2,Drinks,electric_scooter,0,No,Metropolitian,18,Stormy,1.55,8,8,10
22,4.0,Jam,0,Drinks,motorcycle,0,No,Metropolitian,33,Sandstorms,20.18,21,22,15
25,4.7,Low,1,Meal,scooter,0,No,Urban,13,Cloudy,1.55,11,11,15
21,4.5,High,0,Drinks,motorcycle,0,No,Metropolitian,24,Stormy,6.21,14,15,10
33,4.8,Low,0,Drinks,motorcycle,1,No,Metropolitian,23,Sunny,9.31,23,23,15
31,4.7,Low,0,Meal,motorcycle,0,No,Metropolitian,24,Cloudy,1.55,8,8,15
24,4.7,Medium,0,Snack,motorcycle,1,No,Metropolitian,23,Sandstorms,17.08,18,18,15
27,4.9,Jam,2,Snack,electric_scooter,0,No,Metropolitian,16,Sunny,9.31,21,21,10
32,4.6,Jam,1,Meal,scooter,1,No,Urban,27,Windy,9.32,21,21,10
32,4.1,Medium,0,Buffet,motorcycle,0,No,Metropolitian,39,Sandstorms,6.21,15,15,15
26,4.7,Medium,2,Buffet,scooter,1,No,Metropolitian,31,Fog,20.18,18,18,15
22,4.5,Medium,1,Snack,scooter,0,No,Metropolitian,24,Sandstorms,4.66,17,17,5
23,4.9,Jam,2,Snack,motorcycle,0,No,Metropolitian,23,Windy,17.08,19,19,10
20,4.8,Low,1,Snack,motorcycle,0,No,Metropolitian,16,Stormy,17.08,22,22,15
29,4.8,Jam,1,Meal,scooter,0,No,Metropolitian,13,Sunny,20.18,19,19,15
35,4.6,Jam,2,Meal,scooter,1,No,Metropolitian,38,Fog,13.97,21,21,5
26,4.7,Jam,2,Meal,scooter,0,No,Urban,16,Windy,20.18,21,21,5
21,5.0,Jam,1,Buffet,scooter,1,No,Metropolitian,41,Fog,13.97,19,19,10
36,4.6,Jam,0,Buffet,motorcycle,1,No,Metropolitian,44,Cloudy,10.87,21,21,5
23,4.9,Low,2,Meal,scooter,1,No,Urban,10,Windy,7.76,22,22,10
35,4.5,Medium,1,Meal,scooter,1,No,Metropolitian,35,Sandstorms,17.08,17,17,15
36,4.6,Medium,1,Meal,scooter,1,No,Metropolitian,27,Stormy,9.32,18,18,5
20,2.6,Low,1,Snack,scooter,1,No,Metropolitian,32,Sunny,17.08,22,22,10
24,4.9,Medium,0,Drinks,motorcycle,1,No,Metropolitian,39,Fog,12.42,18,18,10
24,4.3,High,1,Meal,motorcycle,1,No,Metropolitian,32,Cloudy,6.21,14,14,5
39,4.5,Medium,2,Snack,scooter,0,No,Metropolitian,29,Sandstorms,6.21,16,16,10
29,4.8,Jam,1,Drinks,motorcycle,0,No,Metropolitian,14,Windy,9.31,19,19,15
27,5.0,Medium,0,Buffet,motorcycle,0,No,Metropolitian,38,Stormy,10.87,17,18,15
39,3.5,Low,2,Snack,scooter,1,No,Urban,32,Cloudy,17.08,22,22,15
28,4.9,Jam,1,Snack,motorcycle,0,No,Urban,11,Sunny,17.08,21,22,15
22,4.9,Medium,1,Buffet,motorcycle,0,No,Metropolitian,31,Fog,13.97,18,18,5
26,4.5,Low,2,Snack,electric_scooter,1,No,Metropolitian,13,Cloudy,1.55,8,8,5
25,4.9,Low,0,Drinks,motorcycle,1,No,Metropolitian,20,Fog,3.11,9,9,15
21,4.7,Low,2,Drinks,scooter,0,No,Metropolitian,15,Fog,9.31,23,23,10
32,4.2,Jam,1,Buffet,motorcycle,1,No,Metropolitian,33,Cloudy,9.32,21,21,10
29,4.9,Jam,2,Drinks,scooter,1,No,Metropolitian,24,Stormy,9.31,19,19,10
21,4.1,Jam,2,Drinks,electric_scooter,1,No,Metropolitian,33,Fog,4.66,20,20,15
30,4.7,Medium,2,Buffet,scooter,1,No,Urban,24,Sunny,20.18,17,17,10
22,4.9,High,1,Snack,motorcycle,0,No,Metropolitian,28,Fog,6.21,12,12,10
34,4.9,Low,0,Snack,motorcycle,1,No,Metropolitian,21,Fog,3.11,8,8,5
27,4.1,Medium,1,Drinks,scooter,1,No,Metropolitian,32,Fog,17.08,17,17,10
38,4.9,Jam,0,Buffet,motorcycle,1,No,Metropolitian,27,Sunny,10.87,21,21,5
35,5.0,Low,1,Drinks,motorcycle,1,No,Metropolitian,22,Stormy,9.32,23,23,15
35,4.7,Jam,0,Snack,motorcycle,1,No,Metropolitian,24,Sunny,4.66,21,22,15
35,4.7,High,1,Meal,scooter,1,No,Metropolitian,30,Fog,6.21,13,13,10
31,4.9,High,1,Snack,motorcycle,1,No,Metropolitian,33,Stormy,3.11,11,11,15
27,4.8,Low,0,Meal,motorcycle,1,No,Metropolitian,18,Cloudy,1.55,8,8,10
38,4.3,Jam,1,Snack,motorcycle,1,No,Urban,40,Stormy,13.97,20,20,10
23,4.7,Medium,2,Snack,electric_scooter,0,No,Urban,16,Cloudy,7.76,18,18,15
25,4.9,Low,0,Drinks,motorcycle,1,No,Metropolitian,21,Cloudy,13.97,23,23,15
35,4.8,Medium,2,Drinks,electric_scooter,0,No,Urban,18,Cloudy,9.32,18,18,5
20,4.7,Jam,2,Buffet,scooter,1,No,Urban,20,Windy,4.66,20,20,5
25,4.5,Low,0,Snack,motorcycle,1,No,Metropolitian,25,Windy,3.11,8,8,15
26,4.9,High,2,Meal,scooter,0,No,Urban,28,Cloudy,6.21,12,12,15
20,4.8,Low,1,Meal,motorcycle,0,No,Metropolitian,15,Windy,7.76,23,23,5
22,4.7,Jam,2,Drinks,electric_scooter,0,No,Urban,17,Sunny,17.08,21,21,5
39,4.7,Jam,2,Snack,electric_scooter,1,No,Metropolitian,26,Sandstorms,9.32,21,21,5
30,4.4,Jam,2,Meal,scooter,1,No,Metropolitian,33,Windy,4.66,21,22,10
24,4.8,Low,2,Buffet,electric_scooter,0,No,Metropolitian,15,Cloudy,7.76,22,22,15
38,3.5,Jam,2,Meal,scooter,2,No,Metropolitian,32,Windy,12.42,20,20,10
39,4.1,Jam,0,Snack,motorcycle,1,No,Metropolitian,39,Sandstorms,17.08,21,21,5
31,4.1,High,0,Buffet,motorcycle,1,No,Metropolitian,33,Cloudy,3.1,11,11,15
20,4.7,High,1,Drinks,scooter,1,No,Urban,28,Fog,3.11,11,11,15
30,4.9,Low,0,Drinks,motorcycle,0,No,Metropolitian,22,Sunny,13.97,22,22,5
34,4.7,Low,2,Buffet,electric_scooter,1,No,Urban,25,Stormy,3.11,9,9,5
35,4.6,High,2,Snack,motorcycle,1,No,Metropolitian,28,Fog,6.21,12,13,5
36,4.6,Medium,2,Buffet,motorcycle,0,No,Metropolitian,34,Fog,12.42,18,19,5
36,4.9,Jam,1,Buffet,scooter,1,No,Metropolitian,22,Sunny,17.07,20,20,15
38,4.4,Jam,0,Snack,motorcycle,2,No,Metropolitian,41,Sunny,12.42,20,20,5
36,4.7,Medium,2,Drinks,scooter,1,No,Metropolitian,24,Sunny,17.08,17,17,15
27,4.8,Low,0,Meal,motorcycle,1,No,Metropolitian,20,Fog,3.11,10,10,5
37,4.7,Medium,1,Meal,scooter,1,No,Metropolitian,40,Fog,13.97,17,17,10
28,5.0,Jam,0,Buffet,motorcycle,1,No,Metropolitian,32,Stormy,17.08,19,19,5
38,4.8,Low,1,Snack,scooter,1,No,Urban,19,Cloudy,3.11,9,9,5
32,4.5,Medium,1,Snack,scooter,0,No,Urban,20,Sunny,4.66,17,17,10
28,4.8,Medium,2,Buffet,scooter,1,No,Urban,28,Sandstorms,7.76,18,18,5
35,3.6,Jam,2,Buffet,electric_scooter,1,No,Metropolitian,32,Sunny,13.97,19,20,10
23,4.0,Jam,1,Buffet,scooter,1,No,Metropolitian,37,Fog,10.87,19,19,10
29,4.6,Medium,2,Meal,motorcycle,2,No,Metropolitian,38,Fog,10.87,18,18,10
22,4.8,High,0,Meal,motorcycle,1,No,Urban,22,Fog,6.21,12,12,15
26,4.9,Low,2,Buffet,electric_scooter,1,No,Urban,13,Fog,9.32,22,22,10
22,4.5,Medium,0,Buffet,motorcycle,2,No,Metropolitian,36,Fog,12.42,17,17,5
23,4.7,Jam,1,Drinks,scooter,1,No,Metropolitian,24,Sandstorms,20.18,20,20,10
39,4.3,Jam,1,Drinks,scooter,0,No,Metropolitian,38,Cloudy,4.66,21,22,15
27,4.6,Jam,2,Buffet,scooter,1,No,Metropolitian,27,Sandstorms,13.97,21,21,5
31,5.0,Low,0,Meal,motorcycle,0,No,Metropolitian,26,Fog,3.11,9,9,10
23,4.8,Jam,1,Snack,scooter,1,No,Urban,15,Windy,9.32,19,19,15
37,4.5,Jam,2,Buffet,electric_scooter,1,No,Urban,16,Sunny,10.87,20,20,10
37,4.6,Low,2,Snack,motorcycle,1,No,Metropolitian,27,Sandstorms,1.55,9,9,10
36,4.7,Medium,2,Buffet,scooter,0,No,Metropolitian,20,Sunny,10.87,17,18,5
31,3.7,Jam,1,Drinks,motorcycle,0,No,Metropolitian,32,Windy,17.08,21,22,15
35,4.9,Low,0,Buffet,motorcycle,0,No,Metropolitian,27,Sunny,3.11,10,10,5
33,4.8,Medium,1,Drinks,scooter,1,No,Metropolitian,30,Sandstorms,17.08,18,18,5
31,4.9,Medium,1,Buffet,motorcycle,0,No,Metropolitian,15,Fog,4.66,17,18,15
21,4.8,Low,1,Drinks,scooter,1,No,Metropolitian,18,Windy,1.55,9,9,15
25,4.9,Jam,1,Drinks,scooter,0,No,Metropolitian,21,Stormy,13.97,20,20,5
37,4.1,High,2,Meal,scooter,0,No,Metropolitian,32,Sandstorms,6.21,12,12,10
34,4.3,Low,0,Buffet,motorcycle,1,No,Urban,32,Windy,1.55,9,9,5
26,4.8,High,1,Snack,scooter,0,No,Urban,13,Sunny,6.21,13,14,10
32,4.8,Jam,2,Snack,electric_scooter,1,No,Metropolitian,36,Fog,4.66,21,21,5
33,4.8,Low,1,Buffet,scooter,1,No,Metropolitian,27,Sunny,13.97,22,23,10
39,3.9,Low,1,Snack,motorcycle,0,No,Urban,36,Cloudy,20.18,22,23,15
32,4.7,Medium,0,Meal,motorcycle,1,No,Metropolitian,25,Windy,6.21,15,15,5
31,4.8,Low,0,Meal,motorcycle,1,Yes,Metropolitian,42,Cloudy,20.18,23,23,15
23,4.9,Low,0,Buffet,motorcycle,1,No,Urban,17,Windy,17.08,23,23,10
25,5.0,Medium,1,Drinks,motorcycle,1,No,Urban,13,Fog,6.21,16,16,10
38,4.3,Jam,1,Snack,scooter,1,No,Metropolitian,39,Sandstorms,13.97,19,20,15
32,4.6,Medium,1,Meal,scooter,1,No,Metropolitian,30,Stormy,7.76,18,18,15
35,4.6,Jam,0,Buffet,motorcycle,1,Yes,Urban,41,Fog,13.97,20,20,10
38,4.9,Low,1,Drinks,motorcycle,1,No,Metropolitian,17,Cloudy,9.32,22,22,10
38,4.2,High,1,Drinks,motorcycle,1,No,Urban,34,Windy,6.21,13,13,5
39,4.6,Jam,0,Buffet,motorcycle,1,No,Semi-Urban,45,Cloudy,13.97,21,21,10
22,4.7,Medium,0,Buffet,motorcycle,0,No,Metropolitian,14,Windy,9.32,18,18,15
27,4.6,Medium,1,Buffet,scooter,1,No,Metropolitian,14,Sunny,20.18,18,18,5
26,4.5,Medium,2,Snack,electric_scooter,1,No,Metropolitian,21,Sandstorms,20.18,19,19,5
32,4.8,Low,0,Snack,motorcycle,1,No,Urban,24,Fog,1.55,8,8,10
33,4.8,Jam,0,Snack,motorcycle,1,Yes,Metropolitian,43,Fog,12.42,21,21,5
29,4.7,Low,1,Drinks,motorcycle,1,No,Metropolitian,27,Cloudy,20.18,23,23,5
22,4.6,Jam,1,Meal,motorcycle,1,No,Metropolitian,23,Windy,13.97,19,19,15
25,4.3,High,0,Buffet,motorcycle,1,No,Metropolitian,34,Sandstorms,6.21,13,13,10
24,4.5,High,1,Meal,scooter,1,No,Metropolitian,19,Sunny,6.21,14,14,5
22,4.5,Low,2,Buffet,electric_scooter,0,No,Metropolitian,20,Fog,12.42,22,23,10
25,4.9,Jam,1,Buffet,scooter,1,No,Urban,25,Fog,7.76,19,19,5
20,4.9,Jam,2,Drinks,motorcycle,0,No,Metropolitian,20,Stormy,12.42,20,20,5
39,4.7,Medium,2,Snack,scooter,1,No,Metropolitian,29,Sunny,20.18,17,18,15
28,4.7,High,1,Meal,motorcycle,0,No,Metropolitian,11,Stormy,6.21,14,14,15
23,5.0,Low,1,Snack,motorcycle,1,No,Metropolitian,29,Fog,12.42,22,22,5
35,4.6,Medium,1,Meal,scooter,1,No,Metropolitian,18,Sunny,6.21,17,17,15
30,3.5,Jam,2,Drinks,motorcycle,0,No,Metropolitian,38,Windy,17.08,20,20,5
37,4.9,Low,2,Buffet,motorcycle,1,No,Metropolitian,26,Fog,17.08,23,23,10
36,5.0,Low,2,Meal,scooter,1,No,Urban,25,Stormy,17.08,22,22,15
31,5.0,Low,0,Meal,motorcycle,0,No,Metropolitian,28,Windy,10.87,23,23,15
33,4.6,Low,2,Snack,electric_scooter,0,No,Metropolitian,23,Sandstorms,3.11,10,11,15
39,4.7,Jam,0,Meal,motorcycle,1,No,Metropolitian,27,Sunny,13.97,20,20,15
22,4.2,Low,0,Meal,motorcycle,0,No,Metropolitian,28,Stormy,3.11,8,8,10
38,4.9,Low,1,Drinks,scooter,1,No,Metropolitian,26,Sandstorms,3.11,8,8,10
29,5.0,Medium,2,Snack,scooter,0,No,Metropolitian,17,Sunny,6.21,15,15,5
32,4.5,Jam,0,Buffet,motorcycle,0,No,Metropolitian,28,Fog,9.32,21,21,5
32,5.0,Medium,0,Buffet,motorcycle,1,No,Metropolitian,37,Sandstorms,20.18,17,17,5
32,4.6,Medium,2,Meal,motorcycle,0,No,Urban,25,Sandstorms,17.08,17,17,5
25,4.6,Jam,1,Meal,scooter,1,No,Metropolitian,29,Sandstorms,13.97,20,20,5
25,4.0,Jam,1,Drinks,motorcycle,1,No,Metropolitian,31,Cloudy,7.76,20,21,15
38,4.8,Medium,2,Snack,scooter,1,No,Urban,24,Sunny,4.66,17,17,15
27,4.5,Medium,0,Drinks,motorcycle,1,No,Urban,26,Sandstorms,13.97,17,17,15
22,4.0,Jam,0,Buffet,motorcycle,2,No,Metropolitian,32,Sandstorms,7.76,20,20,5
22,4.9,Low,2,Meal,scooter,1,No,Metropolitian,18,Sandstorms,17.08,22,22,5
22,4.7,Jam,0,Meal,motorcycle,1,No,Metropolitian,29,Sandstorms,13.97,21,21,15
22,4.3,Jam,2,Drinks,motorcycle,1,No,Metropolitian,41,Fog,13.97,20,20,5
22,4.8,Medium,2,Meal,scooter,1,No,Metropolitian,22,Stormy,20.18,18,19,15
20,4.7,Low,1,Snack,motorcycle,1,No,Metropolitian,17,Windy,1.55,10,10,5
24,4.6,High,0,Buffet,motorcycle,0,No,Metropolitian,17,Windy,6.21,14,14,15
34,5.0,Low,0,Drinks,motorcycle,0,No,Urban,21,Sunny,20.18,22,22,5
30,4.6,High,2,Drinks,motorcycle,0,No,Urban,18,Sunny,3.11,11,11,10
37,4.8,Jam,0,Meal,motorcycle,1,No,Metropolitian,30,Windy,4.66,21,21,5
38,4.8,Low,2,Drinks,electric_scooter,1,No,Urban,25,Cloudy,13.97,23,23,5
36,4.9,Low,2,Buffet,scooter,1,No,Metropolitian,28,Windy,20.18,23,23,10
26,4.8,Medium,0,Drinks,motorcycle,0,No,Urban,22,Sandstorms,7.76,18,18,10
32,4.1,Jam,2,Drinks,motorcycle,1,No,Metropolitian,34,Sandstorms,17.07,21,21,5
25,4.3,Low,0,Buffet,motorcycle,1,No,Metropolitian,18,Sandstorms,4.66,22,22,15
30,4.5,Low,2,Meal,scooter,1,No,Urban,20,Sandstorms,3.1,9,9,5
38,4.6,Low,2,Snack,scooter,1,No,Metropolitian,27,Sandstorms,10.87,23,23,15
27,4.7,High,1,Meal,motorcycle,1,No,Urban,19,Windy,1.55,11,11,5
